2024-08-24T16:06:10.380+07:00Z&{"id": "c1151e2a","data": "ht120;v|60,25,11,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,25,11,21,31,0.00,"}
2024-08-24T16:53:44.352+07:00Z&{"id": "c1151e2a","data": "ht120;v|60,25,11,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,25,11,21,31,0.00,"}
2024-08-24T16:58:49.760+07:00Z&9000000000000000385;v|60,26,10,20,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,26,10,20,31,0.00,"}
2024-08-24T17:03:55.200+07:00Z&9000000000000000385;v|61,26,10,20,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,26,10,20,31,0.00,"}
2024-08-24T17:09:00.616+07:00Z&9000000000000000385;9000000000000000388;&{"id": "c1151e2a","data": "ht120v|61,26,10,20,31,0.00,"}
2024-08-24T17:14:06.054+07:00Z&9000000000000000385;v|60,25,10,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,25,10,21,31,0.00,"}
2024-08-24T17:19:11.495+07:00Z&9000000000000000385;v|60,26,11,20,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,26,11,20,30,0.00,"}
2024-08-24T17:24:16.937+07:00Z&9000000000000000385;v|61,26,11,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,26,11,21,31,0.00,"}
2024-08-24T17:29:22.358+07:00Z&9000000000000000385;v|60,26,11,20,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,26,11,20,31,0.00,"}
2024-08-24T17:34:27.798+07:00Z&9000000000000000385;v|60,26,10,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,26,10,21,31,0.00,"}
2024-08-24T17:39:33.239+07:00Z&9000000000000000385;v|60,25,10,20,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,25,10,20,30,0.00,"}
2024-08-24T17:44:38.685+07:00Z&9000000000000000385;v|61,25,10,20,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,25,10,20,31,0.00,"}
2024-08-24T17:49:44.094+07:00Z&9000000000000000385;9000000000000000390;&{"id": "c1151e2a","data": "ht120v|60,26,11,20,30,0.00,"}
2024-08-24T17:54:49.515+07:00Z&9000000000000000385;v|61,25,11,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,25,11,21,31,0.00,"}
2024-08-24T17:59:54.919+07:00Z&9000000000000000385;9000000000000000396;&{"id": "c1151e2a","data": "ht120v|61,25,11,21,31,0.00,"}
2024-08-24T18:05:00.330+07:00Z&9000000000000000385;9000000000000000396;&{"id": "c1151e2a","data": "ht120v|61,25,11,21,31,0.00,"}
2024-08-24T18:10:05.723+07:00Z&9000000000000000385;9000000000000000389;&{"id": "c1151e2a","data": "ht120v|60,25,10,21,31,0.00,"}
2024-08-24T18:15:11.149+07:00Z&9000000000000000385;v|61,25,10,21,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,25,10,21,30,0.00,"}
2024-08-24T18:20:16.592+07:00Z&9000000000000000385;v|61,25,11,20,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,25,11,20,31,0.00,"}
2024-08-24T18:25:22.012+07:00Z&9000000000000000385;9000000000000000388;&{"id": "c1151e2a","data": "ht120v|61,26,10,20,31,0.00,"}
2024-08-24T18:30:27.406+07:00Z&9000000000000000385;9000000000000000390;&{"id": "c1151e2a","data": "ht120v|60,26,11,20,30,0.00,"}
2024-08-24T18:40:38.220+07:00Z&9000000000000000385;v|60,25,11,20,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,25,11,20,30,0.00,"}
2024-08-24T18:45:43.626+07:00Z&9000000000000000385;9000000000000000388;&{"id": "c1151e2a","data": "ht120v|61,26,10,20,31,0.00,"}
2024-08-24T18:50:49.054+07:00Z&9000000000000000385;v|60,26,11,21,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,26,11,21,30,0.00,"}
2024-08-24T18:55:54.496+07:00Z&9000000000000000385;v|61,26,10,20,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,26,10,20,30,0.00,"}
2024-08-24T19:00:59.904+07:00Z&9000000000000000385;9000000000000000387;&{"id": "c1151e2a","data": "ht120v|60,26,10,20,31,0.00,"}
2024-08-24T19:06:05.337+07:00Z&9000000000000000385;9000000000000000398;&{"id": "c1151e2a","data": "ht120v|61,25,11,20,31,0.00,"}
2024-08-24T19:11:10.690+07:00Z&9000000000000000385;9000000000000000399;&{"id": "c1151e2a","data": "ht120v|60,25,11,20,30,0.00,"}
2024-08-24T19:16:16.134+07:00Z&9000000000000000385;v|61,25,10,20,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,25,10,20,30,0.00,"}
2024-08-24T19:21:21.577+07:00Z&9000000000000000385;9000000000000000401;&{"id": "c1151e2a","data": "ht120v|61,26,10,20,30,0.00,"}
2024-08-24T19:26:28.924+07:00Z&9000000000000000385;v|61,26,11,21,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,26,11,21,30,0.00,"}
2024-08-24T19:31:32.369+07:00Z&9000000000000000385;9000000000000000389;&{"id": "c1151e2a","data": "ht120v|60,25,10,21,31,0.00,"}
2024-08-24T19:36:37.766+07:00Z&9000000000000000385;9000000000000000386;&{"id": "c1151e2a","data": "ht120v|60,25,11,21,31,0.00,"}
2024-08-24T19:41:43.165+07:00Z&9000000000000000385;9000000000000000390;&{"id": "c1151e2a","data": "ht120v|60,26,11,20,30,0.00,"}
2024-08-24T19:46:48.595+07:00Z&9000000000000000385;v|61,26,10,21,31,0.00,"};&{"id": "c1151e2a","data": "ht120v|61,26,10,21,31,0.00,"}
2024-08-24T19:51:53.994+07:00Z&9000000000000000385;9000000000000000386;&{"id": "c1151e2a","data": "ht120v|60,25,11,21,31,0.00,"}
2024-08-24T19:56:59.391+07:00Z&9000000000000000385;9000000000000000404;&{"id": "c1151e2a","data": "ht120v|61,26,10,21,31,0.00,"}
2024-08-24T20:02:04.804+07:00Z&9000000000000000385;9000000000000000392;&{"id": "c1151e2a","data": "ht120v|60,26,11,20,31,0.00,"}
2024-08-24T20:07:10.223+07:00Z&9000000000000000385;v|60,25,10,21,30,0.00,"};&{"id": "c1151e2a","data": "ht120v|60,25,10,21,30,0.00,"}
2024-08-24T20:12:32.162+07:00Z&{"id": "c1151e2a","data": "ht120;v|60,27,11,21,31,0.10,"};&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:17:37.512+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:22:42.913+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:27:48.302+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:32:53.700+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:37:59.095+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:43:04.482+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:48:09.863+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:53:15.286+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T20:58:20.653+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:03:26.053+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:08:31.437+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:13:36.828+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:18:42.221+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:23:47.613+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:28:53.043+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:33:58.402+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:39:03.827+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:44:09.178+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:49:14.576+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:54:19.965+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T21:59:25.364+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:04:30.755+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:09:36.162+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:14:41.544+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:19:46.938+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:24:52.325+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:29:57.708+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:35:03.154+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:40:08.489+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:45:13.880+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:50:19.275+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T22:55:24.661+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:00:30.057+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:05:35.449+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:10:40.849+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:15:46.275+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:20:51.632+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:25:57.047+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:31:02.459+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:36:07.813+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:41:13.190+07:00Z&9000000000000000406;9000000000000000407;&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
2024-08-24T23:51:24.085+07:00Z&{"id": "c1151e2a","data": "ht120;v|60,27,11,21,31,0.10,"};&{"id": "c1151e2a","data": "ht120v|60,27,11,21,31,0.10,"}
