12/5/2023, 10:05:07 AM;33;44;55;;27;81;342;0.00
12/5/2023, 10:05:07 AM;33;44;55;;27;81;342;0.00
12/5/2023, 10:05:38 AM;33;43;51;;27;80;296;0.00
12/5/2023, 10:05:38 AM;33;43;51;;27;80;296;0.00
12/5/2023, 10:06:08 AM;33;43;51;;27;80;341;0.00
12/5/2023, 10:06:08 AM;33;43;51;;27;80;341;0.00
12/5/2023, 10:06:38 AM;31;40;52;;27;81;319;0.00
12/5/2023, 10:06:38 AM;31;40;52;;27;81;319;0.00
12/5/2023, 10:07:09 AM;31;40;50;;27;80;204;0.00
12/5/2023, 10:07:09 AM;31;40;50;;27;80;204;0.00
12/5/2023, 10:07:39 AM;31;40;50;;27;80;228;0.00
12/5/2023, 10:07:39 AM;31;40;50;;27;80;228;0.00
12/5/2023, 10:08:10 AM;28;37;43;;27;80;272;0.00
12/5/2023, 10:08:10 AM;28;37;43;;27;80;272;0.00
12/5/2023, 10:08:40 AM;29;39;46;;27;80;250;0.00
12/5/2023, 10:08:40 AM;29;39;46;;27;80;250;0.00
12/5/2023, 10:09:11 AM;29;39;46;;27;80;274;0.00
12/5/2023, 10:09:11 AM;29;39;46;;27;80;274;0.00
12/5/2023, 10:09:41 AM;27;37;43;;27;80;182;0.00
12/5/2023, 10:09:41 AM;27;37;43;;27;80;182;0.00
12/5/2023, 10:10:11 AM;28;39;47;;27;80;296;0.00
12/5/2023, 10:10:12 AM;28;39;47;;27;80;296;0.00
12/5/2023, 10:10:42 AM;28;39;47;;27;80;295;0.00
12/5/2023, 10:10:42 AM;28;39;47;;27;80;295;0.00
12/5/2023, 10:11:12 AM;27;36;47;;27;80;92;0.00
12/5/2023, 10:11:12 AM;27;36;47;;27;80;92;0.00
12/5/2023, 10:11:43 AM;28;38;48;;27;80;296;0.00
12/5/2023, 10:11:43 AM;28;38;48;;27;80;296;0.00
12/5/2023, 10:12:13 AM;28;38;48;;27;80;274;0.00
12/5/2023, 10:12:13 AM;28;38;48;;27;80;274;0.00
12/5/2023, 10:12:44 AM;28;36;47;;27;80;319;0.00
12/5/2023, 10:12:44 AM;28;36;47;;27;80;319;0.00
12/5/2023, 10:13:14 AM;25;34;41;;27;79;319;0.00
12/5/2023, 10:13:14 AM;25;34;41;;27;79;319;0.00
12/5/2023, 10:13:45 AM;25;34;41;;27;80;319;0.00
12/5/2023, 10:13:45 AM;25;34;41;;27;80;319;0.00
12/5/2023, 10:14:15 AM;25;34;41;;27;80;319;0.00
12/5/2023, 10:14:15 AM;25;34;41;;27;80;319;0.00
12/5/2023, 10:14:45 AM;28;37;48;;27;80;274;0.00
12/5/2023, 10:14:45 AM;28;37;48;;27;80;274;0.00
12/5/2023, 10:15:16 AM;28;37;48;;27;81;0;0.00
12/5/2023, 10:15:16 AM;28;37;48;;27;81;0;0.00
12/5/2023, 10:15:46 AM;28;37;48;;27;80;296;0.00
12/5/2023, 10:15:46 AM;28;37;48;;27;80;296;0.00
12/5/2023, 10:16:17 AM;29;39;47;;27;80;45;0.00
12/5/2023, 10:16:17 AM;29;39;47;;27;80;45;0.00
12/5/2023, 10:16:47 AM;29;39;47;;27;80;251;0.00
12/5/2023, 10:16:47 AM;29;39;47;;27;80;251;0.00
12/5/2023, 10:17:18 AM;29;39;47;;27;80;44;0.00
12/5/2023, 10:17:18 AM;29;39;47;;27;80;44;0.00
12/5/2023, 10:17:48 AM;28;37;50;;27;80;251;0.00
12/5/2023, 10:17:48 AM;28;37;50;;27;80;251;0.00
12/5/2023, 10:18:19 AM;28;37;50;;27;80;22;0.13
12/5/2023, 10:18:19 AM;28;37;50;;27;80;22;0.13
12/5/2023, 10:18:49 AM;28;37;50;;27;80;319;0.00
12/5/2023, 10:18:49 AM;28;37;50;;27;80;319;0.00
12/5/2023, 10:19:19 AM;30;40;48;;27;81;273;0.00
12/5/2023, 10:19:19 AM;30;40;48;;27;81;273;0.00
12/5/2023, 10:19:50 AM;30;40;48;;27;81;273;0.00
12/5/2023, 10:19:50 AM;30;40;48;;27;81;273;0.00
12/5/2023, 10:20:20 AM;30;40;48;;27;81;46;0.46
12/5/2023, 10:20:20 AM;30;40;48;;27;81;46;0.46
12/5/2023, 10:20:51 AM;34;44;55;;27;81;68;0.64
12/5/2023, 10:20:51 AM;34;44;55;;27;81;68;0.64
12/5/2023, 10:21:21 AM;34;44;55;;27;81;320;0.82
