2023-03-07T10:57:14.316038,{"id": "bd950176","data": "thva|27.4071.50300.00"}
2023-03-07T10:57:26.766670,{"id": "bd950176","data": "thva|27.3074.80300.00"}
2023-03-07T10:57:32.861560,{"id": "bd950176","data": "thva|27.3074.5060.00"}
2023-03-07T10:57:38.956218,{"id": "bd950176","data": "thva|27.3073.3000.00"}
2023-03-07T10:57:45.051813,{"id": "bd950176","data": "thva|27.3072.8000.00"}
2023-03-07T10:57:51.147340,{"id": "bd950176","data": "thva|27.3072.6000.00"}
2023-03-07T10:57:57.241993,{"id": "bd950176","data": "thva|27.3073.0000.00"}
2023-03-07T10:58:03.337632,{"id": "bd950176","data": "thva|27.3072.5010.00"}
2023-03-07T10:58:09.436565,{"id": "bd950176","data": "thva|27.3073.00210.00"}
2023-03-07T10:58:15.533365,{"id": "bd950176","data": "thva|27.3072.80300.00"}
2023-03-07T10:58:21.630052,{"id": "bd950176","data": "thva|27.3072.30300.00"}
2023-03-07T10:58:27.728055,{"id": "bd950176","data": "thva|27.3072.10250.00"}
2023-03-07T10:58:33.825890,{"id": "bd950176","data": "thva|27.3072.10110.00"}
2023-03-07T10:58:39.919635,{"id": "bd950176","data": "thva|27.3072.0090.00"}
2023-03-07T10:58:46.017687,{"id": "bd950176","data": "thva|27.3071.90230.00"}
2023-03-07T10:58:52.115635,{"id": "bd950176","data": "thva|27.2071.90100.00"}
2023-03-07T10:58:58.210472,{"id": "bd950176","data": "thva|27.2071.9000.00"}
2023-03-07T10:59:04.308549,{"id": "bd950176","data": "thva|27.2071.70260.00"}
2023-03-07T10:59:10.406656,{"id": "bd950176","data": "thva|27.2071.80270.00"}
2023-03-07T10:59:16.501567,{"id": "bd950176","data": "thva|27.2071.7000.00"}
2023-03-07T10:59:22.597588,{"id": "bd950176","data": "thva|27.2071.6000.00"}
2023-03-07T10:59:28.692548,{"id": "bd950176","data": "thva|27.2071.6000.00"}
2023-03-07T10:59:34.788571,{"id": "bd950176","data": "thva|27.2071.6000.00"}
2023-03-07T10:59:40.884655,{"id": "bd950176","data": "thva|27.2071.7000.00"}
2023-03-07T10:59:46.979766,{"id": "bd950176","data": "thva|27.2071.7000.00"}
2023-03-07T10:59:53.075840,{"id": "bd950176","data": "thva|27.2071.8020.00"}
2023-03-07T10:59:59.171850,{"id": "bd950176","data": "thva|27.2071.8020.00"}
2023-03-07T11:00:05.266980,{"id": "bd950176","data": "thva|27.2071.8000.00"}
2023-03-07T11:00:11.366135,{"id": "bd950176","data": "thva|27.1072.00110.00"}
2023-03-07T11:00:17.461175,{"id": "bd950176","data": "thva|27.1072.0000.00"}
2023-03-07T11:00:23.557292,{"id": "bd950176","data": "thva|27.2072.1000.00"}
2023-03-07T11:00:29.652281,{"id": "bd950176","data": "thva|27.1072.1080.00"}
2023-03-07T11:00:35.748407,{"id": "bd950176","data": "thva|27.1072.2000.00"}
2023-03-07T11:00:41.844555,{"id": "bd950176","data": "thva|27.1072.3000.00"}
2023-03-07T11:00:47.939567,{"id": "bd950176","data": "thva|27.1072.2010.00"}
2023-03-07T11:00:54.035764,{"id": "bd950176","data": "thva|27.1072.2090.00"}
2023-03-07T11:01:00.135020,{"id": "bd950176","data": "thva|27.1072.10170.00"}
2023-03-07T11:01:06.232154,{"id": "bd950176","data": "thva|27.1072.10270.00"}
2023-03-07T11:01:12.329222,{"id": "bd950176","data": "thva|27.0073.50300.00"}
2023-03-07T11:01:18.427516,{"id": "bd950176","data": "thva|27.0073.30300.00"}
